I,PREDISPATCH,PRICESENSITIVITIES,1,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,INTERVENTION,RRPEEP1,RRPEEP2,RRPEEP3,RRPEEP4,RRPEEP5,RRPEEP6,RRPEEP7,RRPEEP8,RRPEEP9,RRPEEP10,RRPEEP11,RRPEEP12,RRPEEP13,RRPEEP14,RRPEEP15,RRPEEP16,RRPEEP17,RRPEEP18,RRPEEP19,RRPEEP20,RRPEEP21,RRPEEP22,RRPEEP23,RRPEEP24,RRPEEP25,RRPEEP26,RRPEEP27,RRPEEP28,DATETIME,LASTCHANGED,RRPEEP29,RRPEEP30,RRPEEP31,RRPEEP32,RRPEEP33,RRPEEP34,RRPEEP35,INTERVENTION_ACTIVE,RRPEEP36,RRPEEP37,RRPEEP38,RRPEEP39,RRPEEP40,RRPEEP41,RRPEEP42,RRPEEP43
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,5,0,222.02582,222.02582,222.02582,222.02582,222.02582,222.02582,222.02582,238.58111,234.14886,266.96,181.82109,324.60841,172.29804,724.33274,232.31685,219.63908,232.41786,188.00319,266.96,184.80192,0,0,0,0,266.96,217.96226,307.26536,179.91256,2025/06/26 14:00:00,2025/06/26 11:33:38,222.02582,222.02582,222.02582,222.02582,222.02582,222.02582,222.02582,0,235.07217,221.96245,238.58111,192.01241,266.96,190.74529,301.57149,324.60841
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,6,0,191.24314,191.24314,190.74529,191.24314,191.24314,191.27499,191.24314,222.61243,187.22919,243.62194,185.24382,329.50011,173.32156,724.80157,192.76877,189.25176,222.61243,189.25176,233.24494,187.07479,0,0,0,0,238.72532,187.22919,266.96,183.38919,2025/06/26 14:30:00,2025/06/26 11:33:38,191.24314,191.24314,191.24314,191.24314,191.24314,191.24314,191.24314,0,191.27499,191.24314,218.05931,191.21129,241.5842,191.21129,266.96,328.67041
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,7,0,307.0032,310.60971,310.02424,314.69201,272.18406,315.94706,238.00381,340.49773,198.33343,484.47614,193.76463,800.52686,180.9553,894.70272,311.55105,248.12353,329.18546,198.33343,484.4761,193.76463,0,0,0,0,399.30279,195.75635,600.82,191.97806,2025/06/26 15:00:00,2025/06/26 11:33:38,307.0032,307.0032,307.0032,307.0032,304.91335,307.0032,288.87211,0,313.44374,255.223,323.39771,241.00481,404.10636,241.00481,600.82,785.71151
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,8,0,491.21206,516.95698,482.95824,518.28417,456.49375,519.60558,323.60598,516.14151,330.39583,600.82,323.60598,821.17269,221.31841,907.52955,508.48992,345.122,516.14151,343.09154,600.82,325.07067,0,0,0,0,600.82,327.01102,717.95706,317.348,2025/06/26 15:30:00,2025/06/26 11:33:38,506.35464,514.89341,482.95824,515.75698,480.28929,514.00474,469.29248,0,508.48992,365.08482,516.14151,345.122,600.82,345.122,632.2501,821.17269
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,9,0,688.63231,695.36231,687.99785,707.34968,600.82,727.99423,328.85965,711.44262,675.95269,734.87851,508.3621,891.93133,326.0944,1087.85979,697.08879,686.33321,711.44262,675.95269,734.87851,508.3621,0,0,0,0,702.27753,600.82,712.22632,482.718,2025/06/26 16:00:00,2025/06/26 11:33:38,689.88492,693.02578,691.11624,703.73392,671.64515,721.26288,611.49551,0,693.30149,690.01179,693.5978,692.50078,693.62403,692.78838,699.96805,891.93133
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,10,0,830.69339,877.52224,764.01218,879.23684,691.16,881.04929,1066.70108,869.10669,692.39011,983.96,498.04744,1098.59397,330.09944,9410,868.90538,867.78776,868.90538,692.39011,983.96,498.04744,0,0,0,0,769.78399,707.74102,1005.54873,700.57623,2025/06/26 16:30:00,2025/06/26 11:33:38,868.11479,877.22735,867.08703,878.55055,857.35328,881.67545,809.70821,0,868.90538,868.90538,868.90538,868.90538,868.90538,868.90538,868.90538,983.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,11,0,3700.12,1448.02827,3709.12,1032.32442,9410,1057.54492,17499.89,3709.12,1134.39706,3898,1019.16761,9835.3721,689.05962,17500,3700.12,1437.26047,3709.12,1134.39706,3898,1064.5996,0,0,0,0,3920,1011.19057,11169.78,983.96,2025/06/26 17:00:00,2025/06/26 11:33:38,3700.12,3700.12,3700.12,3700.12,3700.12,3700.12,3709.12,0,3700.12,3700.12,3700.12,3700.12,3700.12,3700.12,3709.12,9420
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,12,0,15630.28212,14000,15847.45572,12020,17499.89,9800,17499.91,15985.94299,14000,16351.33838,11249.68,17499.89,9420,17499.91,15748.14605,15100,15985.94299,14000,16351.33838,12020,0,0,0,0,17499.89,10071.80499,17499.91,9410,2025/06/26 17:30:00,2025/06/26 11:33:38,15100,15100,15389,15100,15691.3,15100,17499.91,0,15100,15100,15100,15100,15100,15100,16011.40506,17419.2506
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,13,0,17499.89,16445.79011,17499.89,16227.85783,17499.91,12020,17499.91,17499.89,16400,17499.89,15749.43411,17499.91,11226.67484,17499.91,17499.89,16526,17499.89,16400,17499.89,15631.56271,0,0,0,0,17499.91,14000,17499.91,9800,2025/06/26 18:00:00,2025/06/26 11:33:38,17499.89,16709.53091,17499.89,16782.47,17499.91,16655.73,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,14,0,17499.91,17499.89,17499.91,17234.39167,17499.91,16400,17499.91,17499.91,17499.89,17499.91,17234.39167,17499.91,15375.75252,17499.91,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,0,0,0,17499.91,16084.30705,17499.91,11169.78,2025/06/26 18:30:00,2025/06/26 11:33:38,17499.91,17499.89,17499.91,17437.01887,17499.91,17437.01887,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,15,0,17499.91,17499.91,17499.91,17499.89,17499.91,17065.31148,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,16546.44759,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17331.98067,17499.91,15100,2025/06/26 19:00:00,2025/06/26 11:33:38,17499.91,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,16,0,17499.91,17499.91,17499.91,17499.89,17499.91,16736.66057,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,15821.80071,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17327.00382,17499.91,9410,2025/06/26 19:30:00,2025/06/26 11:33:38,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,17,0,17499.91,17499.89,17499.91,17499.89,17499.91,16546.66508,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,15353.08746,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,0,0,0,0,17499.91,16653.33342,17499.91,9410,2025/06/26 20:00:00,2025/06/26 11:33:38,17499.91,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,18,0,17499.91,17499.91,17499.91,17499.89,17499.91,16759.49271,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,16824.72692,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17488.37423,17499.91,11224.78,2025/06/26 20:30:00,2025/06/26 11:33:38,17499.91,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,19,0,17499.89,17499.89,17499.91,17278.31927,17499.91,16377.39098,17499.91,17499.89,17499.89,17499.91,17211.24836,17499.91,15272.03879,17499.91,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,0,0,0,17499.91,16368.83943,17499.91,9410,2025/06/26 21:00:00,2025/06/26 11:33:38,17499.89,17499.89,17499.91,17499.89,17499.91,17499.43,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,20,0,11638.08239,3787.1718,16297.66367,3714.7849,17499.91,939.898,17499.91,11813.29763,3787.1718,16791.30112,3714.7849,17499.91,700.52466,17499.97,9410,3861.4431,11813.29763,3861.4431,16342.77821,3861.4431,0,0,0,0,17496.86,947.13248,17499.91,596.05331,2025/06/26 21:30:00,2025/06/26 11:33:38,11638.08239,3801.87298,13268.1053,3801.87298,17499.91,3787.1718,17499.91,0,9410,9410,9410,9410,9410,9410,11901.68057,16571.36386
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,21,0,719.33194,600.82,955.69343,589.09162,1086.66931,476.88064,17499.91,727.96723,600.82,953.97624,571.78445,1179.93798,427.79008,17499.93,715.49781,656.94952,730.13723,600.82,918.17193,571.78445,0,0,0,0,988.77815,484.36894,11329.28325,341.94056,2025/06/26 22:00:00,2025/06/26 11:33:38,705.68163,600.82,953.97624,589.09162,1086.66931,589.09162,11010.45119,0,667.13136,664.54284,667.68939,603.97006,669.71989,603.97006,900.59907,2400.41908
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,22,0,449.96,449.96,535.52672,365.39915,626.69638,336.22611,1028.58892,449.96,449.96,551.98046,365.39915,677.15482,311.68127,1063.51573,449.96,449.96,449.96,449.96,551.98046,381.35497,0,0,0,0,626.52721,328.71423,998.66758,321.33103,2025/06/26 22:30:00,2025/06/26 11:33:38,449.96,449.96,535.52672,365.37031,600.82,336.22611,1007.5565,0,449.96,449.96,449.96,449.96,449.96,449.96,547.83149,677.15482
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,23,0,322.07196,322.07196,322.07196,322.07196,431.66583,304.86201,600.82,326.9885,317.2113,331.96189,312.40556,449.96,282.3686,600.82,324.52319,319.63471,326.9885,317.2113,331.96189,312.40556,0,0,0,0,411.72383,297.98016,536.76156,262.228,2025/06/26 23:00:00,2025/06/26 11:33:38,322.07196,322.07196,322.07196,322.07196,395.76064,304.86201,510.08093,0,324.52319,322.07196,326.9885,322.07196,326.9885,322.07196,331.96189,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,24,0,330.43427,312.77748,330.43427,303.9656,330.43427,267.3436,449.96,335.44769,308.0864,340.51965,294.8998,355.26,261.00543,600.82,332.93373,310.42519,335.44769,308.0864,340.51965,297.14516,0,0,0,0,337.97629,271.12168,361.34851,241.96,2025/06/26 23:30:00,2025/06/26 11:33:38,330.43427,312.77748,330.43427,303.9656,330.43427,277.33194,383.63471,0,332.93373,330.43427,332.93373,330.43427,335.44769,330.43427,343.0779,350.84333
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,25,0,282.01098,266.96,297.13208,265.32348,323.0057,230.74095,323.0057,282.01098,266.96,306.24978,257.41008,363.71,230.49012,449.96,273.16637,266.96,276.67366,266.96,306.24978,257.41008,0,0,0,0,330.41799,241.96,340.50299,214.64653,2025/06/27 00:00:00,2025/06/26 11:33:38,282.01098,266.96,297.13208,265.32348,323.0057,265.32348,323.0057,0,273.16637,266.96,282.01098,266.96,303.95063,266.96,319.90081,354.08
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,26,0,263.71788,263.71788,266.96,241.96,295.32413,225.65651,318.60892,266.96,259.75683,269.74571,241.96,352.92,209.20905,449.96,266.96,261.73167,266.96,259.75683,268.6473,241.96,0,0,0,0,296.96,220.62256,333.40846,189.25176,2025/06/27 00:30:00,2025/06/26 11:33:38,265.71556,263.71788,266.96,243.94233,295.32413,241.96,318.60892,0,266.96,261.73167,266.96,259.75683,267.7248,246.25683,283.018,313.997
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,27,0,226.09288,222.44891,241.96,221.89282,259.94289,189.7812,311.6223,227.70217,219.12016,241.96,215.28999,276.07437,188.25607,449.96,224.12779,220.77973,227.70217,219.12016,241.96,215.28999,0,0,0,0,265.90485,189.7812,321.23601,178.3445,2025/06/27 01:00:00,2025/06/26 11:33:38,226.09288,222.44891,241.96,222.44891,259.94289,221.89282,314.01392,0,223.76885,220.77973,224.12779,219.12016,229.21,217.47013,266.96,274.0167
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,28,0,192.27293,184.24261,195.43055,182.59531,217.14385,184.76089,266.96,192.27293,184.24261,201.41562,179.33223,266.96,158.03361,449.96,189.7812,186.26468,192.27293,184.24261,201.41562,179.37207,0,0,0,0,222.11694,177.85064,266.96,157.88,2025/06/27 01:30:00,2025/06/26 11:33:38,192.27293,184.76089,195.43055,184.24261,217.14385,181.34796,266.96,0,187.78949,187.75822,198.0972,188.22471,199.90636,188.22471,241.96,245.313
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,29,0,225.11261,229.21,225.11261,241.96,263.0778,229.21,294.60337,241.96,177.39369,266.96,175.82924,319.14974,152.20146,627.9721,229.21,179.07394,241.96,177.39369,266.96,175.98257,0,0,0,0,241.96,174.79906,279.68604,163.47758,2025/06/27 02:00:00,2025/06/26 11:33:38,225.11261,229.21,225.11261,229.21,263.0778,205.6572,294.60337,0,229.21,178.9718,229.21,178.73349,229.21,178.73349,266.96,317.73312
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,30,0,229.21,229.21,229.21,229.21,241.96,229.21,286.17284,241.96,188.94035,266.96,165.74571,369.15484,140.99965,648.60336,241.96,191.7442,241.96,188.94035,266.96,172.31069,0,0,0,0,241.96,170.96872,272.50125,160.57219,2025/06/27 02:30:00,2025/06/26 11:33:38,229.21,229.21,229.21,229.21,241.96,229.21,268.4669,0,241.96,191.7442,241.96,188.94035,241.96,168.54991,241.96,346.10302
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,31,0,241.96,241.96,241.96,242.87347,241.96,252.52004,296.96,266.96,239.0109,296.96,200.05516,449.96,134.56819,864.7332,266.96,241.96,266.96,239.0109,275.60676,200.55056,0,0,0,0,281.41786,209.92999,355.71797,166.66181,2025/06/27 03:00:00,2025/06/26 11:33:38,241.96,241.96,241.96,241.96,241.96,248.4992,281.41786,0,241.96,241.96,241.96,239.0109,241.96,202.42926,241.96,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,32,0,200.1841,202.13651,189.49958,206.89341,198.1794,217.41836,266.96,241.96,166.87883,266.96,161.23447,449.96,123.28669,867.14617,238.09402,200.15392,241.96,170.11283,266.96,168.16344,0,0,0,0,241.96,164.9665,266.96,138.88739,2025/06/27 03:30:00,2025/06/26 11:33:38,201.1645,202.13651,192.27258,204.61229,176.15947,216.79969,261.24089,0,202.13651,200.15392,202.13651,169.67233,202.13651,163.08654,202.13651,449.96
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062616,1,VIC1,33,0,199.95805,203.09881,190.44893,207.84346,219.6554,217.95348,266.96,241.96,167.07137,266.96,144.72,373.48095,125.15095,648.31188,239.14303,199.9303,241.96,170.98258,266.96,145.60345,0,0,0,0,241.96,161.81182,266.96,128.98365,2025/06/27 04:00:00,2025/06/26 11:33:38,202.1394,203.09881,193.21222,205.5723,198.27,217.707,260.85504,0,202.80339,201.12254,202.80339,169.65916,202.80339,164.91771,201.60679,349.36413
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,1,0,232.54913,232.54913,232.54913,232.54913,228.93763,233.46394,266.96,266.96,227.97,301,215.9267,318.08677,172.4685,600.82,236.71497,232.54913,266.96,227.97,296.90964,215.9267,0,0,0,0,266.96,220.21992,301,183.43863,2025/06/26 12:30:00,2025/06/26 12:03:09,232.54913,232.54913,232.54913,232.54913,232.54913,232.54913,232.54913,0,239.19604,230.7339,266.96,227.97,266.96,226.6092,301,315.99664
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,2,0,233.3891,233.3891,233.3891,233.3891,232.47468,233.3891,241.64366,266.96,219.63908,301,186.34777,319.25534,173.7594,449.96,233.49058,233.3891,266.96,220.21992,297.11925,187.77793,0,0,0,0,266.96,215.9267,302.67497,183.37974,2025/06/26 13:00:00,2025/06/26 12:03:09,233.3891,233.3891,233.3891,233.3891,233.3891,233.3891,233.3891,0,236.2643,231.56507,266.96,224.28582,266.96,200.51,301,317.11744
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,3,0,221.38161,221.38161,221.38161,221.38161,220.21992,221.38161,220.21992,236.55007,186.84717,266.96,181.34796,319.78727,171.35838,449.96,231.94336,219.01655,231.94336,186.84717,266.96,184.77115,0,0,0,0,239.7189,184.2733,301,179.76786,2025/06/26 13:30:00,2025/06/26 12:03:09,221.38161,221.38161,221.38161,221.38161,221.38161,221.38161,221.38161,0,233.77141,221.33948,236.55007,190.34299,242.58023,189.7496,299.05231,312.00458
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,4,0,187.50204,187.50204,187.50204,187.50204,186.34777,187.50204,186.34777,221.96245,181.86205,239.73641,179.42541,317.73735,146.36076,539.54304,219.61818,184.77115,221.96245,184.77115,229.59299,181.98965,0,0,0,0,234.12173,181.34796,266.96,178.43881,2025/06/26 14:00:00,2025/06/26 12:03:09,187.50204,187.50204,187.50204,187.50204,187.50204,187.50204,187.50204,0,217.29503,186.26468,217.31571,186.23366,236.90603,186.22332,266.96,312.56
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,5,0,187.72695,187.72695,187.72695,187.72695,187.22919,188.24562,187.22919,191.24314,185.80877,223.04553,180.45805,311.88833,148.67768,600.82,189.25176,187.22919,191.24314,186.23366,222.61243,185.53315,0,0,0,0,193.2667,184.24262,237.71209,180.45805,2025/06/26 14:30:00,2025/06/26 12:03:09,187.72695,187.72695,187.72695,187.72695,187.72695,187.72695,187.52269,0,187.75822,187.72695,187.75822,187.72695,187.84898,186.78118,244.52297,290.71981
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,6,0,194.76049,194.76049,194.76049,194.76049,195.25842,195.75635,194.26256,239.61184,191.24314,310.6565,187.27923,600.82,173.77832,833.47729,197.33462,193.23452,234.92469,191.29894,303.81755,189.718,0,0,0,0,271.45248,189.22024,354.3797,186.76619,2025/06/26 15:00:00,2025/06/26 12:03:09,194.76049,194.76049,194.76049,194.76049,194.76049,194.76049,195.25842,0,195.33701,194.72806,239.61184,194.72806,271.17674,194.69563,318.30903,600.82
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,7,0,327.84072,358.39307,327.01102,360.29198,327.01102,362.07059,311.37153,513.33843,324.43545,521.13754,305.64612,815.13549,180.9923,906.83896,345.11789,327.84072,507.06577,324.43545,521.13754,305.64612,0,0,0,0,484.51129,321.71601,600.82,238.6583,2025/06/26 15:30:00,2025/06/26 12:03:09,343.22346,348.41924,327.01102,348.69545,327.01102,353.20649,327.01102,0,345.11789,344.23154,513.33843,344.23154,516.59088,311.95944,600.82,815.13549
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,8,0,678.1831,689.72571,677.29024,702.39065,391.94925,722.76148,326.45218,695.4524,600.82,715.30868,458.52932,886.94409,321.09615,1073.45902,691.98385,677.29024,695.4524,600.82,715.30868,458.52932,0,0,0,0,698.86227,476.545,703.34528,479.65482,2025/06/26 16:00:00,2025/06/26 12:03:09,684.1365,687.92951,682.13212,687.92951,665.14058,715.27133,605.76929,0,685.39007,684.76598,685.39007,684.1365,685.39007,684.1365,691.98385,886.94409
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,9,0,830.62942,877.91437,696.54973,879.44789,691.16,883.31404,1052.76477,877.46613,600.12989,878.49514,384.49875,1083.74405,327.76659,3898,877.31927,693.08194,877.46613,600.12989,878.35006,399.99797,0,0,0,0,769.61007,699.26748,950.45019,687.62061,2025/06/26 16:30:00,2025/06/26 12:03:09,867.67989,876.48145,865.79353,877.68578,856.37036,881.74037,810.2086,0,875.11068,876.3131,875.11068,876.3131,875.11068,876.3131,877.43225,974.25075
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,10,0,3709.12,3700.12,3847.90583,1060.57803,9420,1025.69755,16740.90219,3709.12,1313.56524,3907.19455,1034.86349,9978.28767,935.97518,17499.89,3709.12,3700.12,3709.12,1313.56524,3907.19455,1076.90874,0,0,0,0,9410,1025.69755,11169.78,658.3049,2025/06/26 17:00:00,2025/06/26 12:03:09,3700.12,3700.12,3700.12,3700.12,3700.12,3700.12,3898,0,3700.12,3700.12,3700.12,3700.12,3700.12,3700.12,3898,9976.88045
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,11,0,14609.16996,11247.82,15100,10897.99182,17499.89,9410,17499.89,14833.78729,11247.82,15100,10570.44413,17499.91,9410,17499.91,14721.1602,12020,14833.78729,11247.82,15100,10570.44413,0,0,0,0,17499.89,9420,17499.91,3770,2025/06/26 17:30:00,2025/06/26 12:03:09,14609.16996,14609.16996,14609.16996,14609.16996,14609.16996,14609.16996,17499.89,0,14609.16996,14609.16996,14609.16996,14609.16996,14609.16996,14609.16996,14833.78729,17463.37488
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,12,0,17499.91,17499.89,17499.91,15263.71369,17499.91,12020,17499.91,17499.91,17499.89,17499.91,15100,17499.91,13952.58891,17500,17499.89,17499.89,17499.91,17499.89,17499.91,15100,0,0,0,0,17499.91,14836.17647,17499.91,9984.24409,2025/06/26 18:00:00,2025/06/26 12:03:09,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,13,0,17499.91,17499.89,17499.91,17499.89,17499.91,16372.46831,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,16309.54736,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17081.95347,17499.91,15041.48748,2025/06/26 18:30:00,2025/06/26 12:03:09,17499.91,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,14,0,17499.91,17499.89,17499.91,17451.72794,17499.91,15727.93767,17499.91,17499.91,17499.89,17499.91,17451.72794,17499.91,15100,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,0,0,0,0,17499.91,16093.44333,17499.91,11205.33,2025/06/26 19:00:00,2025/06/26 12:03:09,17499.91,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,15,0,17499.91,17499.91,17499.91,17499.89,17499.91,16580.56462,17499.91,17499.91,17499.91,17499.91,17499.89,17499.91,15688.28635,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,0,0,0,17499.91,17367.99429,17499.91,11498.58236,2025/06/26 19:30:00,2025/06/26 12:03:09,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,16,0,17499.91,17499.89,17499.91,17499.89,17499.91,15763.67883,17499.91,17499.91,17499.89,17499.91,17499.89,17499.91,14501.81967,17500,17499.91,17499.91,17499.91,17499.91,17499.91,17499.89,0,0,0,0,17499.91,16841.65336,17499.91,11471.52,2025/06/26 20:00:00,2025/06/26 12:03:09,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,0,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91,17499.91
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,17,0,17499.91,17499.89,17499.91,17459.22425,17499.91,15237.64611,17499.91,17499.91,17499.89,17499.91,17459.22425,17499.91,14008.66357,17500,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,0,0,0,17499.91,15207.93912,17499.91,11198.51822,2025/06/26 20:30:00,2025/06/26 12:03:09,17499.89,17499.89,17499.91,17499.89,17499.91,17499.89,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,18,0,17499.89,17337.52,17499.91,17004.09447,17499.91,15550.84151,17499.91,17499.89,17337.52,17499.91,17004.09447,17499.91,14413.15595,17500,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,0,0,0,0,17499.91,16298.30749,17499.91,10834.85471,2025/06/26 21:00:00,2025/06/26 12:03:09,17499.89,17499.89,17499.89,17499.89,17499.91,17499.89,17499.91,0,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89,17499.89
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,19,0,15154.62936,9617.80283,16874.62316,9433.99948,17499.91,2337.03367,17499.91,15385.94638,9617.80283,16940.456,9433.99948,17499.91,1047.62102,17499.96017,11047.41225,9806.38943,15386.37166,9806.38943,16297.15547,9806.38943,0,0,0,0,17499.91,3709.12,17499.91,657.57726,2025/06/26 21:30:00,2025/06/26 12:03:09,10963.97617,10119.76637,15161.39593,10119.76637,17499.91,10119.76637,17499.91,0,10963.97617,10963.97617,10963.97617,10963.97617,10963.97617,10963.97617,15503.03359,16613.94627
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,20,0,968.36927,667.10914,988.32332,603.97,4309.68676,555.18434,17329.83318,968.36927,665.53001,988.32332,603.97,4180.93454,510.62866,17499.92,949.88256,910.28683,949.88256,664.36373,950.83245,603.96994,0,0,0,0,3709.12,542.75384,15032.7473,330.41918,2025/06/26 22:00:00,2025/06/26 12:03:09,964.63411,946.24123,984.48685,905.60161,1158.64284,664.36373,17284.37949,0,953.54238,953.54238,953.54238,953.54238,953.54238,953.54238,972.12362,9420
D,PREDISPATCH,PRICESENSITIVITIES,1.0,2025062617,1,VIC1,21,0,539.9035,449.96,539.9035,449.96,628.34029,341.49381,1061.18362,548.13361,449.96,556.45909,449.96,686.92966,314.2484,1251.74541,544.00673,449.96,548.13361,449.96,560.65812,449.96,0,0,0,0,626.88526,331.38606,1000.23873,323.95722,2025/06/26 22:30:00,2025/06/26 12:03:09,539.9035,449.96,539.9035,449.96,600.82,341.49381,1008.097,0,449.96,449.96,449.96,449.96,449.96,449.96,548.13361,691.27902
