I,PDREGION,Unnamed: 2,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 14:30:00,236.08126,0,6175.41,6151.77,5,-28.64,0,,,115,,,,,,,,109.0,,,,,,,,103.0,,,,,,,,182.5,,,,,,,,241.65,,,,,,,,171.0,,,,,,9883.768,395.0,6257.88702,6235.97,,86.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.38,0.1,0.1,4.95,0.38,1.0,0.39,3.6,728.0,851.0,813.0,596.0,367.596059,409.596059,414.596059,456.0,9466.768,,,0.0,0.0,22.43,212.0,83.596059,557.586,36.182,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 15:00:00,160,0,6345.93,6142.84,10,-213.08,0,,,122,,,,,,,,117.0,,,,,,,,110.0,,,,,,,,176.86,,,,,,,,240.21,,,,,,,,198.0,,,,,,9865.484,395.0,6235.9726,6387.98,,78.0,,,,35.0,,,,,,,,,,,,,,,,,,,0.37,0.1,0.1,9.88,0.39,1.37,0.39,9.74,769.0,899.0,861.0,601.0,375.596059,417.596059,422.596059,444.0,9452.29388,,,0.0,0.0,57.0,253.0,83.596059,540.515,34.969,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 15:30:00,273.77723,0,6572.83,6241.88,5,-335.95,0,,,40,,,,,,,,34.0,,,,,,,,28.0,,,,,,,,164.43,,,,,,,,209.0,,,,,,,,88.0,,,,,,9835.818,384.0,6387.97738,6608.37,,69.0,,,,30.0,,,,,,,,,,,,,,,,,,,0.39,0.15,0.1,4.99,0.38,1.0,0.45,4.0,727.0,875.0,839.0,678.0,375.596059,417.596059,422.596059,530.0,9422.62788,,,0.0,0.0,30.0,211.0,83.596059,510.028,33.79,0.89,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 16:00:00,266.30235,0,6760.88,6346.4,0,-414.48,0,,,46,,,,,,,,41.0,,,,,,,,38.0,,,,,,,,174.26,,,,,,,,214.88,,,,,,,,90.0,,,,,,9747.398,386.0,6608.36538,6802.26,,63.0,,,,25.0,,,,,,,,,,,,,,,,,,,0.49,0.24,0.1,10.0,1.0,1.37,0.45,3.75,732.0,880.0,844.0,676.0,382.596059,424.596059,429.596059,531.0,9330.20788,,,0.0,0.0,30.94,212.0,85.596059,417.227,34.171,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 16:30:00,325.39076,0,7096.46,6365.42,0,-731.05,0,,,45,,,,,,,,44.0,,,,,,,,35.0,,,,,,,,180.54,,,,,,,,189.0,,,,,,,,64.0,,,,,,9546.416,155.0,6802.25992,7113.86,,34.0,,,,30.0,,,,,,,,,,,,,,,,,,,10.0,0.39,0.24,13.99,0.5,1.37,0.77,6.0,696.0,795.0,759.0,673.0,338.596059,429.596059,385.596059,515.0,9161.416,,,0.0,0.0,31.0,212.0,74.596059,241.803,33.613,0.93,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 17:00:00,1071.46057,0,7418.13,6558.79,0,-859.34,0,,,45,,,,,,,,52.0,,,,,,,,33.0,,,,,,,,178.34,,,,,,,,195.45,,,,,,,,61.45,,,,,,9358.786,155.0,7113.86454,7434.01,,69.0,,,,30.0,,,,,,,,,,,,,,,,,,,49.98,0.74,0.24,39.01,0.39,1.37,1.7,9.74,685.0,710.0,712.0,394.0,342.596059,505.596059,385.596059,785.0,8973.786,,,0.0,0.0,31.0,212.0,74.596059,50.875,36.911,0.93,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 17:30:00,12020,0,7775.96,7078.59,0,-697.37,0,,,56,,,,,,,,58.0,,,,,,,,40.31,,,,,,,,173.0,,,,,,,,186.0,,,,,,,,68.89,,,,,,9362.015,175.0,7434.01119,7803.25,,64.0,,,,44.0,,,,,,,,,,,,,,,,,,,326.0,10.0,0.39,99.99,0.38,0.39,0.39,3.99,618.0,652.0,654.0,335.0,460.0,623.0,503.0,1023.0,8977.015,,,0.0,0.0,23.0,114.0,192.0,2.258,39.757,3.52,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 18:00:00,14797.96,0,7980.19,7370.51,0,-609.68,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,175.0,,,,,,,,184.0,,,,,,,,90.0,,,,,,9367.845,175.0,7803.25308,7998.87,,84.0,,,,44.0,,,,,,,,,,,,,,,,,,,399.0,10.0,0.39,99.99,0.38,0.38525,0.45,11.89,656.0,700.0,704.0,313.0,460.0,623.0,503.0,1023.0,8982.845,,,0.0,0.0,20.0,124.0,192.0,0.0,44.845,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 18:30:00,17324.06373,0,8006.61,7618.66,0,-387.95,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,187.0,,,,,,,,195.0,,,,,,,,62.0,,,,,,9425.66,175.0,7998.86705,8015.94,,114.0,,,,10.0,,,,,,,,,,,,,,,,,,,497.99,100.0,0.88,99.99,0.38,0.38057,0.45,3.77,575.0,600.0,604.0,165.0,460.0,623.0,503.0,1085.0,8991.46988,,,0.0,0.0,37.0,104.0,192.0,0.0,41.66,9.52,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 19:00:00,16684,0,7942.75,7637.26,0,-305.5,0,,,56,,,,,,,,58.0,,,,,,,,35.99,,,,,,,,186.0,,,,,,,,184.0,,,,,,,,53.08,,,,,,9440.34,175.0,8015.94383,7952.22,,89.0,,,,13.0,,,,,,,,,,,,,,,,,,,399.0,20.0,0.39,60.0,0.38,0.38057,0.39,3.6,577.08437,602.08437,606.08437,169.0,460.0,623.0,503.0,1081.0,9002.34,,,0.0,0.0,31.0,106.08437,192.0,0.0,58.34,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 19:30:00,9143.34506,0,7780.45,7507.31,0,-273.15,0,,,56,,,,,,,,58.0,,,,,,,,37.38,,,,,,,,172.0,,,,,,,,184.0,,,,,,,,51.0,,,,,,9428.309,175.0,7952.22075,7790.5,,79.0,,,,10.0,,,,,,,,,,,,,,,,,,,399.0,10.0,0.39,53.0,0.38,0.38432,0.39,3.6,564.0,589.0,592.0,165.0,460.0,623.0,503.0,1067.0,8990.309,,,0.0,0.0,6.08,93.0,192.0,0.0,61.309,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 20:00:00,526.26234,0,7603.89,7446.68,0,-157.21,0,,,45,,,,,,,,47.0,,,,,,,,33.0,,,,,,,,182.0,,,,,,,,184.0,,,,,,,,51.0,,,,,,9407.682,175.0,7790.4999,7617.6,,74.0,,,,10.0,,,,,,,,,,,,,,,,,,,255.15639,10.0,0.39,39.01,0.38,0.39,0.39,3.77,574.0,599.0,602.0,180.0,449.0,612.0,492.0,1034.0,8997.682,,,0.0,0.0,6.87,93.0,181.0,0.0,63.682,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 20:30:00,490.75194,0,7450.1,7421.17,0,-28.93,0,,,45,,,,,,,,47.0,,,,,,,,33.0,,,,,,,,173.0,,,,,,,,185.0,,,,,,,,52.0,,,,,,9388.166,175.0,7617.60306,7463.82,,86.0,,,,10.0,,,,,,,,,,,,,,,,,,,102.73,10.0,0.39,60.0,0.38,0.39,0.45,3.6,565.0,590.0,593.0,166.0,449.0,612.0,492.0,1034.0,9003.166,,,0.0,0.0,12.34,94.0,181.0,0.0,68.166,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 21:00:00,529.05202,0,7254.09,6720.34,0,-533.74,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,182.0,,,,,,,,196.0,,,,,,,,63.0,,,,,,9394.342,175.0,7463.82205,7269.08,,54.0,,,,10.0,,,,,,,,,,,,,,,,,,,100.0,10.0,0.39,60.0,0.38,0.45,0.39,2.0,684.0,709.0,710.0,375.0,353.596059,516.596059,396.596059,823.0,9009.342,,,0.0,0.0,26.79,211.0,85.596059,0.0,73.342,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 21:30:00,315.09631,0,7040.26,6840.83,0,-199.43,0,,,56,,,,,,,,58.0,,,,,,,,30.16,,,,,,,,183.0,,,,,,,,180.0,,,,,,,,75.0,,,,,,9404.834,362.0,7269.07505,7059.89,,54.0,,,,20.0,,,,,,,,,,,,,,,,,,,206.26714,0.45,0.39,60.0,0.2,0.45,0.39,2.0,696.0,720.0,711.0,383.0,353.596059,516.596059,396.596059,806.0,9019.834,,,0.0,0.0,31.0,212.0,85.596059,0.0,82.834,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 22:00:00,296.80547,0,6770.85,6461.5,0,-309.35,0,,,56,,,,,,,,58.0,,,,,,,,44.0,,,,,,,,177.48,,,,,,,,188.0,,,,,,,,75.0,,,,,,9419.499,362.0,7059.88846,6784.3,,54.0,,,,30.0,,,,,,,,,,,,,,,,,,,100.0,0.38,0.38,20.2,0.38,1.0,0.39,2.0,696.0,747.0,711.0,662.0,349.596059,487.596059,396.596059,527.0,9034.499,,,0.0,0.0,14.0,212.0,85.596059,0.0,94.499,0.37,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 22:30:00,295.40728,0,6454.09,6386.38,2,-69.71,0,,,69,,,,,,,,67.0,,,,,,,,57.0,,,,,,,,197.86,,,,,,,,212.0,,,,,,,,88.0,,,,,,9483.384,415.0,6784.29712,6467.01,,74.0,,,,45.0,,,,,,,,,,,,,,,,,,,40.548,0.38,0.15,20.2,0.38,0.45,0.38,2.0,734.0,832.0,796.0,693.0,376.596059,467.596059,423.596059,565.0,9045.384,,,0.0,0.0,14.0,212.0,74.596059,0.0,101.384,0.37,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 23:00:00,266.96,0,6178.23,6246.88,1,67.65,0,,,69,,,,,,,,63.0,,,,,,,,57.0,,,,,,,,198.0,,,,,,,,200.0,,,,,,,,73.0,,,,,,9489.763,415.0,6467.01097,6189.98,,87.0,,,,48.0,,,,,,,,,,,,,,,,,,,19.85,0.38,0.15,20.2,0.38,0.41168,0.38,1.2,734.0,881.0,845.0,693.0,363.596059,405.596059,410.596059,566.0,9051.763,,,0.0,0.0,31.0,212.0,74.596059,0.0,107.763,0.81,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/27 23:30:00,232.16774,0,6066.97,6073.47,8,-1.49,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,198.0,,,,,,,,212.0,,,,,,,,74.0,,,,,,9497.474,415.0,6189.97577,6076.43,,74.0,,,,45.0,,,,,,,,,,,,,,,,,,,19.85,0.38,0.15,16.16,0.38,1.0,0.38,3.62,734.0,881.0,844.0,696.0,386.0,428.0,433.0,551.0,9059.474,,,0.0,0.0,26.0,212.0,84.0,0.0,116.474,7.3,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 00:00:00,216.79566,0,5921.35,6083.19,8,153.84,0,,,69,,,,,,,,63.0,,,,,,,,57.0,,,,,,,,194.1,,,,,,,,198.98,,,,,,,,77.0,,,,,,9507.19,415.0,6076.42789,5936.78,,74.0,,,,45.0,,,,,,,,,,,,,,,,,,,1.75,0.38,0.1,16.16,0.38,0.38,0.38,1.2,734.0,881.0,844.0,707.0,375.0,417.0,422.0,562.0,9069.19,,,0.0,0.0,20.0,212.0,73.0,0.0,126.19,0.89,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 00:30:00,219.84074,0,5721.25,5864.8,104,39.55,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,196.12,,,,,,,,195.0,,,,,,,,73.0,,,,,,9521.798,415.0,5936.77763,5849.38,,64.0,,,,39.0,,,,,,,,,,,,,,,,,,,1.85,0.38,0.15,15.9,0.38,0.45,0.38,2.0,733.0,930.0,844.0,706.0,386.0,428.0,433.0,552.0,9083.798,,,0.0,0.0,23.0,212.0,84.0,0.0,139.798,3.52,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 01:00:00,212.00725,0,5508.9,5839.79,103,227.88,0,,,93,,,,,,,,87.0,,,,,,,,81.0,,,,,,,,196.09,,,,,,,,195.0,,,,,,,,73.0,,,,,,9538.785,415.0,5849.37689,5642.81,,70.0,,,,28.0,,,,,,,,,,,,,,,,,,,1.85,0.38,0.15,10.98,0.38,0.39,0.38,3.6,733.0,930.0,844.0,705.0,386.0,428.0,433.0,540.0,9100.785,,,0.0,1.0,23.0,212.0,84.0,0.0,154.785,3.52,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 01:30:00,209.80919,0,5331.64,5649.1,105,212.45,0,,,93,,,,,,,,87.0,,,,,,,,81.0,,,,,,,,196.0,,,,,,,,195.0,,,,,,,,52.0,,,,,,9555.095,415.0,5642.80995,5461.24,,54.0,,,,27.0,,,,,,,,,,,,,,,,,,,1.88,0.38,0.15,10.98,0.38,0.45,0.38,2.0,732.0,929.0,842.0,708.0,386.0,428.0,433.0,538.0,9117.095,,,0.0,1.0,26.0,211.0,84.0,0.0,171.095,7.3,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 02:00:00,216.03421,0,5158.7,5626.27,192,275.57,0,,,93,,,,,,,,87.0,,,,,,,,81.0,,,,,,,,196.0,,,,,,,,190.0,,,,,,,,62.0,,,,,,9572.27,415.0,5461.23796,5385.77,,33.0,,,,55.0,,,,,,,,,,,,,,,,,,,1.88,0.15,0.15,10.0,0.39,1.0,0.39,1.0,722.0,919.0,832.0,711.0,386.0,428.0,433.0,525.0,9134.27,,,0.0,1.0,30.17,211.0,84.0,0.0,188.27,7.31,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 02:30:00,160,0,5015.55,5321.78,3,303.23,0,,,80,,,,,,,,74.0,,,,,,,,68.0,,,,,,,,196.0,,,,,,,,200.0,,,,,,,,72.98,,,,,,9078.76,231.0,5385.76869,5049.84,,54.0,,,,28.0,,,,,,,,,,,,,,,,,,,1.88,0.15,0.15,10.98,0.39,1.0,0.39,2.0,732.0,879.0,842.0,706.0,384.0,426.0,431.0,543.0,8640.76,,,0.0,1.0,36.0,211.0,84.0,0.0,204.76,10.0,0.0
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 03:00:00,153.88127,0,4912.49,5303.47,3,387.98,0,,,91,,,,,,,,85.0,,,,,,,,81.0,,,,,,,,196.0,,,,,,,,198.0,,,,,,,,72.0,,,,,,9094.466,231.0,5049.83897,4956.3,,61.0,,,,28.0,,,,,,,,,,,,,,,,,,,1.85,0.15,0.15,10.98,0.5,1.0,0.39,2.0,732.0,879.0,842.0,706.0,384.0,426.0,431.0,532.0,8656.466,,,0.0,1.0,26.0,211.0,84.0,0.0,220.466,15.39,0.04
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 03:30:00,149.30809,0,4846.88,5317.75,26,444.87,0,,,76,,,,,,,,67.17,,,,,,,,66.0,,,,,,,,194.19,,,,,,,,190.0,,,,,,,,72.0,,,,,,9108.752,231.0,4956.30092,4915.46,,47.0,,,,48.0,,,,,,,,,,,,,,,,,,,1.88,0.15,0.15,10.0,0.5,1.82,0.45,2.0,732.0,879.0,842.0,729.0,375.0,417.0,422.0,524.0,8670.752,,,0.0,1.0,26.0,211.0,84.0,0.0,234.752,15.49,0.04
D,PDREGION,,5.0,2025/06/26 15:30:00,1,VIC1,2025/06/28 04:00:00,131.62719,0,4816.07,5341.74,55,470.67,0,,,56,,,,,,,,81.0,,,,,,,,46.0,,,,,,,,190.0,,,,,,,,192.16,,,,,,,,70.16,,,,,,9122.735,231.0,4915.45598,4912.49,,74.0,,,,82.0,,,,,,,,,,,,,,,,,,,7.98,0.15,0.15,10.98,0.5,6.0,0.45,3.69,732.0,879.0,842.0,737.0,349.0,391.0,396.0,525.0,8684.735,,,0.0,1.0,31.0,211.0,84.0,0.0,248.735,29.89,0.04
D,PDIREGION,,2.0,2025/06/26 15:30:00,1,VIC1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 16:00:00,325.61295,0,6949.17,6128.5,7,-827.67,0,,,10,,,,,,,,7.0,,,,,,,,0.0,,,,,,,,172.12,,,,,,,,205.0,,,,,,,,76.0,,,,,,9325.50399,145.0,6925.83678,6968.17,,12.0,,,,15.0,,,,,,,,,,,,,,,,,,,0.38,0.15,0.1,39.0,0.38,0.38,0.39,15.0,885.0,900.0,900.0,376.0,91.0,133.0,42.0,86.0,9140.70399,,,0.0,0.0,15.0,370.0,58.0,362.664,26.83999,0.38,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 16:30:00,338.38637,0,7190.58,5921.83,0,-1268.75,0,,,41,,,,,,,,50.0,,,,,,,,33.0,,,,,,,,193.0,,,,,,,,199.0,,,,,,,,80.0,,,,,,9075.827,34.0,6968.16813,7215.08,,9.0,,,,10.0,,,,,,,,,,,,,,,,,,,0.38,0.38,0.36,21.44,0.39,0.38,0.45,24.89,772.0,787.0,787.0,396.0,230.069307,336.069307,244.069307,237.0,8890.847,,,0.0,0.0,14.0,265.0,74.069307,206.657,28.17,0.38,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 17:00:00,723.23785,0,7485.32,6740.48,0,-744.84,0,,,41,,,,,,,,50.0,,,,,,,,33.0,,,,,,,,162.34,,,,,,,,175.0,,,,,,,,54.0,,,,,,9128.483,9.0,7215.07989,7497.8,,59.0,,,,10.0,,,,,,,,,,,,,,,,,,,0.38,0.38,0.15,32.0,0.38,0.38,0.39,25.0,854.0,868.0,868.0,596.0,221.069307,363.069307,243.069307,544.0,8943.503,,,0.0,0.0,14.0,373.0,23.069307,53.423,32.06,0.37,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 17:30:00,10034.62854,0,7815.09,7323.92,0,-491.17,0,,,41,,,,,,,,50.0,,,,,,,,33.0,,,,,,,,170.0,,,,,,,,163.0,,,,,,,,116.0,,,,,,9092.921,9.0,7497.7971,7826.79,,40.0,,,,60.0,,,,,,,,,,,,,,,,,,,4.85,0.38,0.38,39.01,0.38,0.38,0.39,3.99,649.0,662.0,662.0,191.0,328.0,470.0,350.0,843.0,8907.941,,,0.0,0.0,12.2,188.0,132.0,2.451,39.47,0.3,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 18:00:00,14797.96,0,8063.81,7556.38,0,-507.43,0,,,52,,,,,,,,50.0,,,,,,,,19.14,,,,,,,,159.0,,,,,,,,172.0,,,,,,,,51.0,,,,,,9103.802,79.0,7826.79297,8073.44,,40.0,,,,12.0,,,,,,,,,,,,,,,,,,,399.73,10.0,0.39,84.03,0.0,0.38,0.38,3.99,574.0,597.0,597.0,140.0,379.0,481.0,355.0,872.0,8918.802,,,0.0,0.0,1.0,83.0,184.0,0.0,47.802,0.17,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 18:30:00,14797.96,0,8083.99,7611.61,0,-472.38,0,,,54,,,,,,,,52.0,,,,,,,,22.58,,,,,,,,157.0,,,,,,,,170.0,,,,,,,,51.0,,,,,,9070.73499,225.0,8073.44354,8093.49,,48.0,,,,10.0,,,,,,,,,,,,,,,,,,,399.0,10.0,0.39,21.0,0.0,0.38,0.38,3.71,574.0,597.0,597.0,135.0,412.0,555.0,435.0,1059.0,8872.87551,,,0.0,0.0,1.0,83.0,184.0,0.0,59.73499,0.1,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 19:00:00,14802.3203,0,8023.46,7654.34,0,-369.12,0,,,54,,,,,,,,63.0,,,,,,,,22.66,,,,,,,,177.0,,,,,,,,206.47,,,,,,,,62.0,,,,,,9092.339,225.0,8093.49346,8033.43,,82.0,,,,52.0,,,,,,,,,,,,,,,,,,,99.85,4.34,0.38,9.24,0.0,0.38,0.38,3.77,581.9999,594.9999,594.9999,119.0,412.0,555.0,435.0,1054.0,8785.78386,,,0.0,0.0,1.0,94.0,184.0,0.0,74.339,0.04,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 19:30:00,15313.86841,0,7906.02,7271.2,0,-634.82,0,,,43,,,,,,,,52.0,,,,,,,,20.0,,,,,,,,168.0,,,,,,,,178.18,,,,,,,,62.0,,,,,,8703.197,225.0,8033.42743,7916.52,,83.0,,,,10.0,,,,,,,,,,,,,,,,,,,97.99,4.34,0.38,50.73,0.04,0.38,0.38,1.0,545.0,558.0,558.0,69.0,293.0,436.0,316.0,865.0,8527.33648,,,0.0,0.0,12.0,84.0,65.0,0.0,70.197,0.37,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 20:00:00,17450,0,7794.59,7246.69,0,-547.91,0,,,43,,,,,,,,52.0,,,,,,,,30.82,,,,,,,,157.0,,,,,,,,170.0,,,,,,,,45.0,,,,,,8627.878,225.0,7916.52092,7804.16,,65.0,,,,28.83,,,,,,,,,,,,,,,,,,,19.9,4.85,0.38,24.79,0.2,0.38,0.38,3.99,672.16862,685.16862,651.16862,110.0,306.0,449.0,329.0,856.0,8284.55236,,,0.0,0.0,3.0,211.16862,78.0,0.0,68.878,0.37,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 20:30:00,17499.91,0,7647.51,7017.48,0,-630.04,0,,,52,,,,,,,,61.0,,,,,,,,29.0,,,,,,,,167.0,,,,,,,,185.0,,,,,,,,121.0,,,,,,8327.626,225.0,7804.15514,7657.75,,50.0,,,,44.0,,,,,,,,,,,,,,,,,,,62.5,4.85,0.39,105.5,0.01,0.38,0.38,29.91,753.0,766.0,766.0,135.0,224.0,366.0,246.0,534.0,8260.556,,,0.0,0.0,13.0,292.0,26.0,0.0,69.626,0.38,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 21:00:00,17499.91,0,7468.9,6892.45,0,-576.45,0,,,103.26,,,,,,,,125.53,,,,,,,,29.0,,,,,,,,158.0,,,,,,,,173.0,,,,,,,,151.0,,,,,,8280.314,225.0,7657.74528,7478.76,,34.0,,,,40.0,,,,,,,,,,,,,,,,,,,62.5,4.85,0.39,127.0,0.04,0.1,0.1,29.9,800.0,776.0,775.0,166.0,305.0,448.0,328.0,539.0,8259.1292,,,0.0,0.0,5.0,351.0,77.0,0.0,71.314,0.37,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 21:30:00,17499.91,0,7224.31,6375.05,0,-849.25,0,,,103.7,,,,,,,,129.11,,,,,,,,31.0,,,,,,,,186.0,,,,,,,,212.0,,,,,,,,173.0,,,,,,8266.444,410.0,7478.7627,7238.84,,30.0,,,,80.0,,,,,,,,,,,,,,,,,,,62.5,4.85,0.39,127.0,0.04,0.1,0.1,29.91,742.9999,756.9999,756.9999,109.0,306.0,449.0,329.0,548.0,8265.444,,,0.0,0.0,3.0,282.9999,78.0,0.0,74.444,0.37,0.0
D,PDREGION,,5.0,2025/06/26 16:00:00,1,VIC1,2025/06/26 22:00:00,1116.33631,0,6926.14,6307.88,0,-618.27,0,,,130.46,,,,,,,,138.0,,,,,,,,54.13,,,,,,,,156.0,,,,,,,,217.0,,,,,,,,165.0,,,,,,8273.875,410.0,7238.84046,6942.09,,22.0,,,,40.0,,,,,,,,,,,,,,,,,,,62.5,4.85,0.39,99.99,0.1,0.38,0.2,3.71,760.0,774.0,773.0,116.0,306.0,449.0,329.0,618.0,8272.875,,,0.0,0.0,3.0,300.0,78.0,0.0,79.875,0.37,0.0
